reference_id	shortcitation	fullcitation
671222	Coles et al. 2011	Coles, J., A. Wight, J. Von Loh, K. Schulz, and A. Evenden. 2011. Vegetation classification and mapping project report, Golden Spike National Historic Site. Natural Resource Technical Report NPS/NCPN/NRTR---2011/508. National Park Service, Fort Collins, CO. 252 pp. [http://www.nature.nps.gov/im/units/NCPN]
180224	Kauffman et al. 1985	Kauffman, J. B., W. C. Krueger, and M. Vaura. 1985. Ecology and plant communities of the riparian area associated with Catherine Creek in northeastern Oregon. Technical Bulletin 147. Eastern Oregon Agricultural Experiment Station, Oregon State University, Corvallis. 35 pp.
182618	McClain pers. comm.	McClain, W. E. Personal communication. Ecologist, Illinois Department of Natural Heritage.
175623	Potter and Moir 1961	Potter, L. D., and D. R. Moir. 1961. Phytosociological study of burned and unburned deciduous woods, Turtle Mountains, North Dakota. Ecology 42:468-480.
196361	Harrison 1988	Harrison, W. F. 1988. Endangered and threatened wildlife and plants: Determination of threatened status for Cirsium pitcheri. Federal Register 53(137):27137-27141.
473035	Borchert et al. 2004	Borchert, M., A. Lopez, C. Bauer, and T. Knowd. 2004. Field guide to coastal sage scrub and chaparral series of Los Padres National Forest. Report R5-TP-019. USDA Forest Service, Pacific Southwest Region, San Francisco, CA.
177672	Vestal 1917	Vestal, A. G. 1917. Foothills vegetation in the Colorado Front Range. Botanical Gazette 64(5):353-385.
178432	Bunin 1975c	Bunin, J. E. 1975c. The vegetation of the west slope of the Park Range, Colorado. Unpublished dissertation, University of Colorado, Boulder. 235 pp.
192038	Breden 1988	Breden, T. F. 1988. A tidal swamp forest in New Jersey. Bartonia 54:146.
678278	Eichelberger 2011c	Eichelberger, B. 2011c. Pennsylvania Natural Heritage Program. Bulrush Marsh Factsheet. [http://www.naturalheritage.state.pa.us/Community.aspx?=16001] (accessed February 06, 2012)
184581	West and Hassan 1985	West, N.E., and M.A. Hassan. 1985. Recovery of sagebrush-grass vegetation following wildfire. Journal of Range Management 38:131-134.
183251	Stewart et al. 1940	Stewart, G., W. P. Cottam, and S. S. Hutchings. 1940. Influence of unrestricted grazing on northern salt desert plant associations in western Utah. Journal of Agricultural Research 60(5):289-317.
182306	Smeins et al. 1992	Smeins, F. E., D. D. Diamond, and C. W. Hanselka. 1992. Coastal Prairie. Pages 269-290 in: R. T. Coupland, editor. Natural Grasslands. Elsevier, New York.
190521	Foti and Pell 1986	Foti, T., and B. Pell. 1986. Natural communities of Arkansas (terrestrial and palustrine). Arkansas Natural Heritage Commission, Little Rock. 2 pp.
198543	Pell 1983	Pell, W. F. 1983. The natural divisions of Arkansas: A revised classification and description. Natural Areas Journal 3:12-23.
181308	Olsvig 1980	Olsvig, L. S. 1980. A comparative study of northeastern Pine Barrens vegetation. Ph.D. dissertation, Cornell University, Ithaca, NY. 479 pp.
181437	Pesiri 1982	Pesiri, A. 1982. Sandplains of Connecticut. Unpublished report to The Nature Conservancy, Connecticut Field Office. Middletown, CT.
186283	Zwinger and Willard 1996	Zwinger, A. H., and B. E. Willard. 1996. Land above the trees: A guide to American alpine tundra. Johnson Books, Boulder, CO. 425 pp.
181120	Kagan 1989a	Kagan, J. S. 1989a. Draft species management for Clintonia andrewsiana. Challenge Cost/Share for USDA Forest Service. Unpublished document on file at Oregon Natural Heritage Data Base, Portland, OR.
193002	Whitney 1986	Whitney, G. G. 1986. Relation of Michigan's presettlement pine forests to substrate and disturbance history. Ecology 67(6):1548-1559.
188149	Sims et al. 1976	Sims, P. L., B. E. Dahl, and A. H. Denham. 1976. Vegetation and livestock response at three grazing intensities on sandhill rangeland in eastern Colorado. Colorado Agricultural Experiment Station. Technical Bulletin 130. 48 pp.
198680	Thomas 1980	Thomas, D. W. 1980. Study of the intertidal vegetation of the Columbia River estuary, July-September 1980. Columbia River Estuary Study Task Force, Astoria, OR. 22 pp.
193458	Kunze 1984	Kunze, L. M. 1984. Puget Trough coastal wetland sanctuaries: A summary report of recommended sites. Report to Washington Department of Ecology, Contract No. C-83061. Washington Natural Heritage Program, Washington Department of Natural Resources, Olympia.
758355	Bradley 1970	Bradley, W. G. 1970. The vegetation of Saratoga Springs, Death Valley National Monument. Southwest Naturalist 15:111-129.
199081	Cleland et al. 1994	Cleland, D. T., J. B. Hart, G. E. Host, K. S. Pregitzer, and C. W. Ramm. 1994. Field guide to the ecological classification and inventory system of the Huron-Manistee National Forest. USDA Forest Service, North Central Forest Experiment Station.
820418	Hop et al. 2013	Hop, K., J. Drake, A. Strassman, E. Hoy, J. Jakusz, S. Menard, and J. Dieck. 2013. National Park Service Vegetation Inventory Program: Cuyahoga Valley National Park, Ohio. Natural Resource Technical Report NPS/HTLN/NRT--2013/792. National Park Service, Fort Collins, CO. 302 pp.
187724	Barber 1979	Barber, S. C. 1979. Floristic components of the gypsum hills and redbed plains area of southwest Oklahoma. Southwestern Naturalist 24:431-437.
194149	USFS 1988	USFS [U.S. Forest Service]. 1988. Silvicultural examination and prescription field book. USDA Forest Service, Southern Region. Atlanta, GA. 35 pp.
196041	Monk and Brown 1965	Monk, C. D., and T. W. Brown. 1965. Ecological considerations of cypress heads in north central Florida. The American Midland Naturalist 74:126-140.
342650	Rust et al. 2003	Rust, S., C. Murphy, J. Miller, and C. Coulter. 2003. Inventory and assessment of vegetation of the Pioneer Mountain Foothills: Fish Creek, West Fork Fish Creek, Friedman Creek, and Little Wood River. Unpublished draft report prepared for Bureau of Land Management, Shoshone Field Office; The Nature Conservancy; and Lava Lake Land and Livestock LLC by Idaho Conservation Data Center, Idaho Department of Fish and Game, Boise. 173 pp.
191321	Platt et al. 1990	Platt, W., L. M. Smith, N. Gilmore, R. Baker, and D. Pashley. 1990. Proposed management for hillside seepage bogs of Kisatchie National Forest. Unpublished report. Louisiana Department of Wildlife and Fisheries, Natural Heritage Program, Baton Rouge. 11 pp.
182755	Evans, R. pers. comm.	Evans, Rob. Personal communication. Regional Ecologist, Plant Conservation Program, North Carolina Department of Agriculture and Consumer Services, Raleigh, NC.
642442	Echols pers. comm.	Echols, Lee. Personal communication. Conservation Biologist, North American Land Trust, Georgia Field Office, Athens, GA.
188126	Braun 1950	Braun, E. L. 1950. Deciduous forests of eastern North America. Hafner Press, New York. 596 pp.
181232	Eggers and Reed 1987	Eggers, S. D., and D. M. Reed. 1987. Wetland plants and plant communities of Minnesota and Wisconsin. U.S. Army Corps of Engineers, St. Paul District, St. Paul, MN. 201 pp.
198060	Harcombe and Neaville 1977	Harcombe, P. A., and J. E. Neaville. 1977. Vegetation types of Chambers County, Texas. The Texas Journal of Science 29:209-234.
196829	Fritz 1981	Fritz, R. J. 1981. Alpine vegetational patterns around isolated tree islands on the eastern and western slopes of the Tenmile Range, Summit County, Colorado. Unpublished thesis, University of Colorado, Boulder, CO. 233 pp.
194110	Buckner 1977	Buckner, D. L. 1977. Ribbon forest development and maintenance in the central Rocky Mountains of Colorado. Unpublished dissertation, University of Colorado, Boulder. 224 pp.
183051	Morefield pers. comm.	Morefield, J. Personal communication. Ecologist, Nevada Natural Heritage Program, Reno.
175488	Vest 1962b	Vest, E. D. 1962b. The plant communities and associated fauna of Dugway Valley in western Utah. Unpublished dissertation, University of Utah, Salt Lake City.
179444	Walker and Coupland 1970	Walker, B. H., and R. T. Coupland. 1970. Herbaceous wetland vegetation in the aspen grove and grassland region of Saskatchewan. Canadian Journal of Botany 48:1861-1878.
469363	Thomas 1984	Thomas, D. W. 1984. The vascular flora of the Columbia River estuary. Wasmann Journal of Biology 42:92-106.
185134	Fleetwood 1973	Fleetwood, R. J. 1973. Plants of Brazoria/San Bernard National Wildlife Refuges. Brazoria National Wildlife Refuge, U.S. Fish and Wildlife Service, Angleton, TX. 61 pp.
197650	Brown 1982a	Brown, D. E., editor. 1982a. Biotic communities of the American Southwest-United States and Mexico. Desert Plants Special Issue 4(1-4):1-342.
186728	Crockett 1964	Crockett, J. J. 1964. Influence of soils and parent materials on grasslands of the Wichita Mountains Wildlife Refuge, Oklahoma. Ecology 45:326-335.
198202	McDonald 1976	McDonald, C. B. 1976. A floristic study of Washington County, Oklahoma. Proceedings of the Oklahoma Academy of Science 56:53-54.
186890	Patrick pers. comm.	Patrick, Dr. Thomas. Personal communication. Georgia Natural Heritage Program, Wildlife Resources Division, Georgia Department of Natural Resources, 2117 U.S. Highway 278 SE, Social Circle, Georgia 30279. 706/557-3032.
195512	Rust et al. 2002	Rust, S. K., C. J. Murphy, G. Easdale, and C. Coulter. 2002. Owyhee Plateau vegetation mapping project: Fixed area plots and stand level community observations, 1998-2001. Unpublished data on file at Idaho Conservation Data Center, Department of Fish and Game, Boise.
187490	Ode pers. comm.	Ode, Dave. Personal communication. South Dakota Natural Heritage Program, Pierre, SD.
191721	NVS Corporation n.d.	NVS Corporation. No date. Amax Eagle Butte Mine Application No. 428-T1, on file at Wyoming Department of Environmental Quality, Land Quality Division, Cheyenne.
192441	Nowacki et al. 1990	Nowacki, G. J., M. D. Abrams, and C. G. Lorimer. 1990. Composition, structure, and historical development of northern red oak stands along an edaphic gradient in north-central Wisconsin. Forest Science 36(2):276-292.
201459	Seyer 1979	Seyer, S. C. 1979. Vegetative ecology of a montane mire, Crater Lake National Park, Oregon. Unpublished thesis, Oregon State University, Corvallis. 87 pp.
194192	Fralish 1988b	Fralish, J. S. 1988b. Predicting potential stand composition from site characteristics in the Shawnee Hills Forest of Illinois. The American Midland Naturalist 120(1):79-101.
184105	Bunin 1975a	Bunin, J. E. 1975a. Aspen forests of the west slope of the Park Range, north-central Colorado. Unpublished paper presented at the 1975 AIBS/ESA Meetings, 17-22 August 1975, Oregon State University, Corvallis. 22 pp.
181392	Moore pers. comm.	Moore, Julie H. Personal communication. Ecologist, Mississippi Natural Heritage Program, Camp Shelby, MS.
506855	Peet 2006	Peet, R. K. 2006. Ecological classification of longleaf pine woodlands. Pages 51-93 in: S. Jose, E. J. Jokela, and D. L. Miller, editors. The Longleaf Pine Ecosystem: Ecology, Silviculture, and Restoration. Springer Science Business Media, LLC, New York.
200351	Chadwick and Dalke 1965	Chadwick, H. W., and P. D. Dalke. 1965. Plant succession on dune sands in Fremont County, Idaho. Ecology 46:765-780.
649295	Holman pers. comm.	Holman, Henry. Personal communication. Mammoth Cave National Park, USDI, National Park Service, Mammoth Cave, KY.
185991	Agee and Kertis 1987	Agee, J. K., and J. Kertis. 1987. Forest types of the north Cascades National Park Service complex. Canadian Journal of Botany 65:1520-1530.
182040	Sims 1988	Sims, P. L. 1988. Grasslands. Pages 266-286 in: M. G. Barbour and W. D. Billings, editors. North American terrestrial vegetation. Cambridge University Press, Cambridge and New York.
190452	Tomlinson 1986b	Tomlinson, P. B. 1986b. The botany of mangroves. Cambridge University Press, Cambridge. 419 pp.
185652	Donart et al. 1978a	Donart, G. B., D. Sylvester, and W. Hickey. 1978a. A vegetation classification system for New Mexico, USA. Pages 488-490 in: Rangeland Congress, Denver, CO, 14-18 August 1978. Society for Range Management, Denver.
188259	Ware et al. 1993	Ware, S., C. C. Frost, and P. D. Doerr. 1993. Southern mixed hardwood forest: The former longleaf pine forest. Pages 447-493 in: W. H. Martin, S. G. Boyce, and A. C. Echternacht, editors. Biotic communities of the southeastern United States: Lowland terrestrial communities. John Wiley & Sons, New York.
180977	Kindscher pers. comm.	Kindscher, Kelly. Personal communication. Ecologist/Associate Scientist. Kansas Biological Survey, Lawrence, KS.
175837	Adams and Stephenson 1991	Adams, H. S., and S. L. Stephenson. 1991. High elevation coniferous forests in Virginia. Virginia Journal of Science 42:391-399.
182472	Eagar and Adams 1992	Eagar, C., and M. B. Adams, editors. 1992. Ecology and decline of red spruce in the eastern United States. Springer-Verlag, New York. 417 pp.
184320	Ramseur 1960	Ramseur, G. S. 1960. The vascular flora of high mountain communities of the Southern Appalachians. Journal of the Elisha Mitchell Scientific Society 76:82-112.
193012	Brown 1941	Brown, D. M. 1941. Vegetation of Roan Mountain: A phytosociological and successional study. Ecological Monographs 11:61-97.
198370	Stephenson and Adams 1984	Stephenson, S. L., and H. S. Adams. 1984. The spruce-fir forest on the summit of Mount Rogers in southwestern Virginia. Bulletin of the Torrey Botanical Club 111:69-75.
191625	Brotherson 1969	Brotherson, J. D. 1969. Species composition, distribution, and phytosociology of Kaslow Prairie, a mesic tallgrass prairie in Iowa. Unpublished Ph.D. dissertation, Iowa State University, Ames. 196 pp.
193941	Smith 1973	Smith, A. L. 1973. Life cycle of the marsh grass Scolochloa festucacea. Canadian Journal of Botany 51:1661-1668.
189705	Braun 1940	Braun, E. L. 1940. An ecological transect of Black Mountain, Kentucky. Ecological Monographs 10:194-241.
195823	Thomas and Allen 1993	Thomas, R. D., and C. M. Allen. 1993. Atlas of the vascular flora of Louisiana. Volume I: Ferns & fern allies, conifers, & monocotyledons. Louisiana Department of Wildlife and Fisheries, Natural Heritage Program and The Nature Conservancy, Louisiana Field Office, Baton Rouge. 218 pp.
